"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","SOURCE","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySkyConditions","HourlySeaLevelPressure","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","Sunrise","Sunset","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","AWND","CDSD","CLDD","DSNW","HDSD","HTDD","DYTS","DYHF","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","REM","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","WindEquipmentChangeDate"
"01023199999","2021-11-09T14:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","43","50","","","","","76","","","","","","220","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091320Z AUTO 22035KT 10/06 Q0999=","","","","","","","","","",""
"01023199999","2021-11-09T14:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","45","50","","","","","82","","","","","","220","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091350Z AUTO 22035KT 10/07 Q0999=","","","","","","","","","",""
"01023199999","2021-11-09T15:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","43","50","","","","","76","","","","","","220","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091420Z AUTO 22040KT 10/06 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T15:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","43","50","","","","","76","","","","","","220","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091450Z AUTO 22042KT 10/06 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T16:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","45","50","","","","","82","OVC:08 27","","","5.59","","210","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET051METAR ENDR 091520Z 21043KT 9000 OVC027 10/07 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T16:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","43","43","","","","","100","","","","","","VRB","","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET052METAR ENDR 091550Z AUTO 23042KT 230V360 06/06 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T17:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","43","45","","","","","93","","","","","","230","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091620Z AUTO 23040KT 07/06 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T17:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","39","45","","","","","81","","","","","","220","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091650Z AUTO 22038KT 07/04 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T18:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","39","46","","","","","76","","","","","","220","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091720Z AUTO 22037KT 08/04 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T18:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","43","48","","","","","82","","","","","","220","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091750Z AUTO 22037KT 09/06 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T19:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","43","48","","","","","82","","","","","","220","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091820Z AUTO 22035KT 09/06 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T19:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","39","46","","","","","76","","","","","","230","53","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 091850Z AUTO 23035G46KT 08/04 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T20:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","41","48","","","","","76","","","","","","230","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 091920Z AUTO 23038KT 09/05 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T20:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","37","48","","","","","66","","","","","","230","56","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 091950Z AUTO 23037G49KT 09/03 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T21:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","37","48","","","","","66","","","","","","240","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092020Z AUTO 24045KT 09/03 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T21:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","39","48","","","","","71","","","","","","240","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092050Z AUTO 24041KT 09/04 Q0998=","","","","","","","","","",""
"01023199999","2021-11-09T22:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","39","48","","","","","71","","","","","","240","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092120Z AUTO 24039KT 09/04 Q0999=","","","","","","","","","",""
"01023199999","2021-11-09T22:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","48","","","","","66","","","","","","240","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092150Z AUTO 24037KT 09/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-09T23:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","48","","","","","66","","","","","","240","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092220Z AUTO 24041KT 09/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-09T23:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","48","","","","","66","","","","","","240","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092250Z AUTO 24038KT 09/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T00:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","48","","","","","66","","","","","","240","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092320Z AUTO 24038KT 09/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T00:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","48","","","","","66","","","","","","230","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 092350Z AUTO 23036KT 09/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T01:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","36","48","","","","","62","","","","","","230","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100020Z AUTO 23036KT 09/02 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T01:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","48","","","","","66","","","","","","230","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100050Z AUTO 23032KT 09/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T02:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","43","","","","","81","","","","","","240","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100120Z AUTO 24032KT 06/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T02:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","39","46","","","","","76","","","","","","230","","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100150Z AUTO 23027KT 08/04 Q0998=","","","","","","","","","",""
"01023199999","2021-11-10T03:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","39","48","","","","","71","","","","","","220","48","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 100220Z AUTO 22031G42KT 09/04 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T03:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","37","46","","","","","71","","","","","","210","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100250Z AUTO 21035KT 08/03 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T04:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","37","43","","","","","81","","","","","","220","57","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 100320Z AUTO 22038G50KT 06/03 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T04:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.41","39","46","","","","","76","","","","","","210","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100350Z AUTO 21034KT 08/04 Q0996=","","","","","","","","","",""
"01023199999","2021-11-10T05:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.41","39","43","","","","","87","","","","","","240","","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100420Z AUTO 24046KT 06/04 Q0996=","","","","","","","","","",""
"01023199999","2021-11-10T05:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.41","39","45","","","","","81","","","","","","230","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100450Z AUTO 23032KT 07/04 Q0996=","","","","","","","","","",""
"01023199999","2021-11-10T06:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.41","37","46","","","","","71","","","","","","240","","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100520Z AUTO 24037KT 08/03 Q0996=","","","","","","","","","",""
"01023199999","2021-11-10T06:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.41","36","46","","","","","66","","","","","","240","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100550Z AUTO 24036KT 08/02 Q0996=","","","","","","","","","",""
"01023199999","2021-11-10T07:10:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","37","46","","","","","71","FEW:02 30 BKN:07 126","","","6.21","","240","","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET058METAR ENDR 100610Z 24036KT 9999 FEW030 BKN126 08/03 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T07:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","46","","","","","66","","","","","","240","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100650Z AUTO 24038KT 08/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T08:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","46","","","","","66","","","","","","240","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100720Z AUTO 24038KT 08/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T08:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","46","","","","","66","","","","","","230","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100750Z AUTO 23038KT 08/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T09:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","37","46","","","","","71","","","","","","230","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100820Z AUTO 23039KT 08/03 Q0998=","","","","","","","","","",""
"01023199999","2021-11-10T09:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","45","","","","","71","","","","","","230","55","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 100850Z AUTO 23033G48KT 07/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T10:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","46","","","","","66","","","","","","240","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100920Z AUTO 24043KT 08/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T10:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","34","46","","","","","62","","","","","","240","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 100950Z AUTO 24048KT 08/01 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T11:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","46","","","","","66","","","","","","230","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101020Z AUTO 23041KT 08/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T11:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","36","45","","","","","71","","","","","","240","66","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 101050Z AUTO 24044G57KT 07/02 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T12:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","37","46","","","","","71","","","","","","240","","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101120Z AUTO 24040KT 08/03 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T12:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","34","43","","","","","71","","","","","","240","74","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 101150Z AUTO 24053G64KT 06/01 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T13:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","37","45","","","","","76","","","","","","230","","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101220Z AUTO 23038KT 07/03 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T14:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","37","45","","","","","76","","","","","","240","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101350Z AUTO 24045KT 07/03 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T15:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.44","41","45","","","","","87","","","","","","240","","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101420Z AUTO 24045KT 07/05 Q0997=","","","","","","","","","",""
"01023199999","2021-11-10T15:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","41","41","","","","","100","","","","","","260","72","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 101450Z AUTO 26051G63KT 05/05 Q0998=","","","","","","","","","",""
"01023199999","2021-11-10T16:10:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","41","43","","","","","93","FEW:02 16 BKN:07 18 BKN:07 98","","","6.21","","250","","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET072METAR ENDR 101510Z 25054KT 9999 VCSH FEW016CB BKN018 BKN098 06/05 Q0998=","","","","","","","","","",""
"01023199999","2021-11-10T16:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.47","37","46","","","","","71","","","","","","250","","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101550Z AUTO 25053KT 08/03 Q0998=","","","","","","","","","",""
"01023199999","2021-11-10T17:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","37","46","","","","","71","","","","","","250","67","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET047METAR ENDR 101620Z AUTO 25047G58KT 08/03 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T17:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.50","36","46","","","","","66","","","","","","250","","55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101650Z AUTO 25048KT 08/02 Q0999=","","","","","","","","","",""
"01023199999","2021-11-10T18:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.53","36","45","","","","","71","","","","","","250","","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101720Z AUTO 25053KT 07/02 Q1000=","","","","","","","","","",""
"01023199999","2021-11-10T18:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.53","30","45","","","","","57","","","","","","260","79","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET048METAR ENDR 101750Z AUTO 26053G69KT 07/M01 Q1000=","","","","","","","","","",""
"01023199999","2021-11-10T19:20:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.56","41","43","","","","","93","","","","","","250","","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101820Z AUTO 25041KT 06/05 Q1001=","","","","","","","","","",""
"01023199999","2021-11-10T19:50:00","64.35","7.8","0.0","DRAUGEN, NO","FM-15","4","29.56","36","46","","","","","66","","","","","","250","","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MET044METAR ENDR 101850Z AUTO 25047KT 08/02 Q1001=","","","","","","","","","",""
