"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","start_lat","start_lng","end_lat","end_lng","member_casual"
"559EF42A84E245F9","electric_bike","2023-06-24 10:38:56","2023-06-24 10:42:43",,,,,41.98,-87.65,41.97,-87.64,"member"
"812A7AE3A416E9EB","electric_bike","2023-06-23 22:21:53","2023-06-23 22:33:00",,,,,41.92,-87.64,41.94,-87.65,"member"
"072871FEF28EC8CF","electric_bike","2023-06-05 08:43:01","2023-06-05 09:05:03",,,,,41.93,-87.64,41.88,-87.64,"member"
"83C513A8A247D914","electric_bike","2023-06-03 21:02:27","2023-06-03 22:42:15",,,,,41.93,-87.65,41.95,-87.65,"member"
"1E3EB4D1B41F6BDA","electric_bike","2023-06-30 16:59:09","2023-06-30 17:05:41",,,,,41.81,-87.6,41.81,-87.63,"member"
"6C2FBC4AF18BBA4B","electric_bike","2023-06-29 20:38:31","2023-06-29 20:41:18",,,,,41.94,-87.64,41.94,-87.64,"member"
"9131BD1299CE98FB","electric_bike","2023-06-30 03:07:18","2023-06-30 03:08:49",,,,,41.94,-87.64,41.94,-87.64,"member"
"74AA28CC66071625","electric_bike","2023-06-29 20:48:14","2023-06-29 20:51:52",,,,,41.94,-87.64,41.94,-87.65,"member"
"D24B16851C7E432B","electric_bike","2023-06-12 18:41:45","2023-06-12 18:59:31",,,,,41.88,-87.65,41.94,-87.64,"member"
"83B229A5CB176534","electric_bike","2023-06-09 22:07:19","2023-06-09 22:20:28",,,,,41.92,-87.64,41.94,-87.64,"member"
"7BCBC887F55EEF68","electric_bike","2023-06-10 16:04:06","2023-06-10 16:06:44",,,,,41.89,-87.62,41.89,-87.62,"member"
"D1005D2FBE24B312","electric_bike","2023-06-10 10:52:57","2023-06-10 15:20:54",,,,,41.88,-87.63,41.91,-87.65,"member"
"1657F54FF179AC86","electric_bike","2023-06-10 16:07:07","2023-06-10 17:28:54",,,,,41.89,-87.62,41.89,-87.63,"member"
"F7EE447C66D0EFD8","electric_bike","2023-06-10 18:55:24","2023-06-10 19:03:38",,,,,41.98,-87.67,41.98,-87.67,"member"
"3F8F414718443EFC","electric_bike","2023-06-10 00:25:27","2023-06-10 00:42:37",,,,,41.89,-87.67,41.91,-87.72,"member"
"A6130D90302BEFD3","electric_bike","2023-06-09 19:32:35","2023-06-09 19:40:54",,,,,41.95,-87.65,41.96,-87.64,"member"
"3E01E7E6219B6F0B","electric_bike","2023-06-09 21:24:01","2023-06-09 21:32:28",,,,,41.96,-87.64,41.95,-87.65,"member"
"974584E345BFF379","electric_bike","2023-06-14 21:43:16","2023-06-14 22:09:26",,,,,41.91,-87.63,41.93,-87.71,"member"
"4FC8029C0E48940C","electric_bike","2023-06-15 16:04:39","2023-06-15 16:10:48",,,,,41.79,-87.6,41.8,-87.59,"member"
"13E37CB88EABAF88","electric_bike","2023-06-15 16:31:45","2023-06-15 16:34:09",,,,,41.8,-87.59,41.79,-87.59,"member"
"FCDFA3BA47F94B53","electric_bike","2023-06-15 16:23:00","2023-06-15 16:24:57",,,,,41.8,-87.59,41.8,-87.59,"member"
"50D7318051C284C2","electric_bike","2023-06-26 18:36:40","2023-06-26 18:44:51",,,,,41.91,-87.72,41.93,-87.71,"member"
"4A4BC788EEF65C92","electric_bike","2023-06-26 16:55:07","2023-06-26 17:20:43",,,,,41.99,-87.67,41.94,-87.65,"member"
"71B12C1E3644FADE","electric_bike","2023-06-26 16:01:40","2023-06-26 16:08:14",,,,,41.97,-87.67,41.99,-87.67,"member"
"B99C01E70E4D15D8","electric_bike","2023-06-02 06:14:17","2023-06-02 06:23:26",,,,,41.91,-87.68,41.93,-87.68,"member"
"3B1382E9C78DEB8C","electric_bike","2023-06-09 14:37:09","2023-06-09 14:45:51",,,,,41.97,-87.67,41.98,-87.67,"member"
"5862AB43FE8B6296","electric_bike","2023-06-09 14:04:09","2023-06-09 14:12:46",,,,,41.7,-87.66,41.72,-87.67,"member"
"27A3055021411FCA","electric_bike","2023-06-17 12:06:35","2023-06-17 12:16:47",,,,,41.94,-87.64,41.91,-87.63,"member"
"C009FFF9472AA59D","electric_bike","2023-06-17 16:49:45","2023-06-17 16:59:39",,,,,41.91,-87.64,41.94,-87.64,"member"
"8A079112A14A7DF1","electric_bike","2023-06-17 11:08:35","2023-06-17 11:25:30",,,,,42.07,-87.73,42.05,-87.7,"member"
"125DDAA368F84F11","electric_bike","2023-06-17 11:07:50","2023-06-17 11:07:54",,,,,42.07,-87.73,42.07,-87.73,"member"
"DC710F52E032623C","electric_bike","2023-06-16 20:20:25","2023-06-16 20:30:00",,,,,41.96,-87.64,41.95,-87.65,"member"
"ED067F68AC37AE69","electric_bike","2023-06-09 18:08:29","2023-06-09 18:30:09",,,,,41.9,-87.67,41.93,-87.64,"member"
"3C343326EF6ECC79","electric_bike","2023-06-09 18:53:29","2023-06-09 18:56:04",,,,,41.93,-87.66,41.93,-87.66,"member"
"D39FC4BA869047D2","electric_bike","2023-06-09 09:43:10","2023-06-09 09:48:54",,,,,41.8,-87.59,41.79,-87.59,"member"
"C8EADA40906782F3","electric_bike","2023-06-09 10:02:39","2023-06-09 10:09:18",,,,,41.79,-87.59,41.8,-87.59,"member"
"A26E2243F0E665FE","electric_bike","2023-06-09 10:25:29","2023-06-09 10:45:44",,,,,41.91,-87.63,41.9,-87.62,"member"
"71C65BA36A7B6832","electric_bike","2023-06-22 11:30:35","2023-06-22 11:37:20",,,,,41.97,-87.67,41.99,-87.67,"member"
"9319F31B50FF18D5","electric_bike","2023-06-22 17:02:18","2023-06-22 17:29:30",,,,,41.99,-87.67,41.94,-87.65,"member"
"490363BEDF7D8151","electric_bike","2023-06-22 16:07:44","2023-06-22 16:18:35",,,,,41.88,-87.64,41.89,-87.62,"member"
"54318B34841B648B","electric_bike","2023-06-22 15:29:55","2023-06-22 15:30:30",,,,,41.89,-87.67,41.89,-87.67,"member"
"2EC216217BD5622A","electric_bike","2023-06-22 15:30:50","2023-06-22 15:31:09",,,,,41.89,-87.67,41.89,-87.67,"member"
"CF3EF20B553F200F","electric_bike","2023-06-22 06:34:10","2023-06-22 06:43:22",,,,,41.8,-87.58,41.79,-87.61,"member"
"F0E1E6576AD13148","electric_bike","2023-06-22 16:20:23","2023-06-22 16:29:02",,,,,41.79,-87.61,41.8,-87.59,"member"
"712A4D8F3099502B","electric_bike","2023-06-18 12:54:14","2023-06-18 12:56:03",,,,,41.89,-87.65,41.88,-87.65,"member"
"540DB8DE9F2411DF","electric_bike","2023-06-25 13:58:49","2023-06-25 14:22:48",,,,,41.93,-87.69,41.95,-87.65,"member"
"6AFEAB79432A3C5B","electric_bike","2023-06-25 18:54:08","2023-06-25 19:16:02",,,,,41.97,-87.65,41.93,-87.65,"member"
"A89065AD296AA512","electric_bike","2023-06-25 14:17:00","2023-06-25 14:29:59",,,,,41.97,-87.65,41.97,-87.69,"member"
"362D73C71FFE0ECD","electric_bike","2023-06-24 20:07:04","2023-06-24 20:19:05",,,,,41.97,-87.65,41.96,-87.7,"member"
"A5C9680B753C50F1","electric_bike","2023-06-11 20:14:55","2023-06-11 20:20:53",,,,,41.95,-87.65,41.94,-87.64,"member"
"FE1F3EBCC860653B","electric_bike","2023-06-12 03:22:24","2023-06-12 03:22:34",,,,,41.95,-87.66,41.95,-87.66,"member"
"3A6E8720C209BB9F","electric_bike","2023-06-12 17:51:49","2023-06-12 17:58:17",,,,,41.89,-87.63,41.89,-87.63,"member"
"E45EE944FCFB3B66","electric_bike","2023-06-12 17:58:35","2023-06-12 19:48:31",,,,,41.89,-87.63,41.87,-87.63,"member"
"01AD949B840B9D8B","electric_bike","2023-06-03 12:21:05","2023-06-03 12:27:21",,,,,41.93,-87.63,41.92,-87.63,"member"
"69A703FC78F8BCA5","electric_bike","2023-06-24 12:36:04","2023-06-24 12:42:52",,,,,42.0,-87.68,42.01,-87.67,"member"
"FEDD0E95F07402B1","electric_bike","2023-06-05 11:38:12","2023-06-05 11:43:34",,,,,41.98,-87.67,41.99,-87.67,"member"
"D1EFC11CD1C33AEF","electric_bike","2023-06-05 15:56:28","2023-06-05 15:56:42",,,,,41.89,-87.61,41.89,-87.61,"member"
"8F2DD9FA122632E1","electric_bike","2023-06-22 20:51:58","2023-06-22 21:00:00",,,,,41.93,-87.67,41.91,-87.67,"member"
"D10B629C79AB9237","electric_bike","2023-06-22 20:23:48","2023-06-22 20:36:52",,,,,41.93,-87.68,41.94,-87.66,"member"
"2584767D9ABA8B2E","electric_bike","2023-06-22 19:06:19","2023-06-22 19:19:57",,,"California Ave & Milwaukee Ave","13084",41.94,-87.69,41.922695,-87.697153,"member"
"271DF296420584D5","electric_bike","2023-06-23 08:32:00","2023-06-23 08:41:06",,,,,41.93,-87.68,41.9,-87.68,"member"
"321A1EC6237AA055","electric_bike","2023-06-23 06:13:50","2023-06-23 06:22:02",,,,,41.9,-87.68,41.93,-87.68,"member"
"00C5A9F6AF49958D","electric_bike","2023-06-23 17:22:29","2023-06-23 17:42:49",,,,,41.9,-87.62,41.9,-87.68,"member"
"0FB4213BCC1BA618","electric_bike","2023-06-22 22:51:09","2023-06-22 22:58:14",,,,,41.96,-87.65,41.95,-87.65,"member"
"B6B473E5F1115EE2","electric_bike","2023-06-22 23:12:53","2023-06-22 23:22:47",,,,,41.95,-87.65,41.96,-87.65,"member"
"935D52E392E3A137","electric_bike","2023-06-23 00:15:17","2023-06-23 00:26:55",,,,,41.89,-87.63,41.9,-87.66,"member"
"B59BE53E42581279","electric_bike","2023-06-23 18:32:25","2023-06-23 18:44:02",,,,,41.91,-87.63,41.92,-87.65,"member"
"5A442D0FFD1CAE65","electric_bike","2023-06-23 16:51:38","2023-06-23 17:07:50",,,,,41.92,-87.64,41.95,-87.66,"member"
"34445388472A24ED","electric_bike","2023-06-17 22:07:32","2023-06-17 22:14:52",,,,,41.93,-87.65,41.93,-87.67,"member"
"4F090504E39675E7","electric_bike","2023-06-17 23:25:06","2023-06-17 23:28:11",,,,,41.89,-87.63,41.89,-87.63,"member"
"C24D79C9A0E573D0","electric_bike","2023-06-18 15:17:10","2023-06-18 16:04:24",,,,,41.93,-87.63,41.8,-87.59,"member"
"218C7F03EB8BB8DC","electric_bike","2023-06-18 12:47:41","2023-06-18 12:53:57",,,,,41.94,-87.64,41.93,-87.64,"member"
"AFEBC6CD37EDDB3B","electric_bike","2023-06-16 11:39:28","2023-06-16 11:42:48",,,,,41.91,-87.72,41.92,-87.72,"member"
"7E32A5B39914F3AB","electric_bike","2023-06-16 06:08:39","2023-06-16 06:15:46",,,,,41.9,-87.68,41.93,-87.68,"member"
"83851AC79593024C","electric_bike","2023-06-16 08:22:32","2023-06-16 08:31:21",,,,,41.93,-87.68,41.9,-87.68,"member"
"1DA59EF784EF93B3","electric_bike","2023-06-16 12:38:46","2023-06-16 12:46:27","Wood St & Chicago Ave","637",,,41.895600333333334,-87.6721275,41.9,-87.65,"member"
"147C282C21A49077","electric_bike","2023-06-15 19:19:35","2023-06-15 19:33:34",,,,,41.91,-87.62,41.95,-87.65,"member"
"C5939A89D09F43E8","electric_bike","2023-06-02 15:30:33","2023-06-02 15:39:41",,,,,41.89,-87.63,41.89,-87.65,"member"
"5C94835F875A98FB","electric_bike","2023-06-01 19:29:23","2023-06-01 19:35:57",,,,,41.92,-87.65,41.91,-87.64,"member"
"432BFA1125CE4E4D","electric_bike","2023-06-06 19:11:29","2023-06-06 19:11:32",,,,,41.92,-87.63,41.92,-87.63,"member"
"B697FA2AEDA97A29","electric_bike","2023-06-06 19:14:10","2023-06-06 19:14:12",,,,,41.92,-87.63,41.92,-87.63,"member"
"453CEA892F6E49FC","electric_bike","2023-06-06 19:14:55","2023-06-06 19:15:01",,,,,41.92,-87.63,41.92,-87.63,"member"
"3A5EDDB4C382D5C1","electric_bike","2023-06-07 13:25:49","2023-06-07 13:36:03",,,,,41.94,-87.64,41.92,-87.65,"member"
"427026A0423C1BB6","electric_bike","2023-06-12 18:23:45","2023-06-12 18:27:56",,,,,41.89,-87.66,41.9,-87.66,"member"
"6D41583476740072","electric_bike","2023-06-11 20:11:34","2023-06-11 20:41:05","California Ave & Division St","13256",,,41.903025985,-87.697459459,41.94,-87.71,"member"
"DBECBB187CD27A79","electric_bike","2023-06-22 15:52:56","2023-06-22 16:07:22",,,,,41.85,-87.61,41.86,-87.63,"member"
"9EB625D49303DC6B","electric_bike","2023-06-10 14:56:05","2023-06-10 15:01:29",,,,,41.94,-87.65,41.95,-87.65,"member"
"4BB9E88D713EE938","electric_bike","2023-06-29 14:10:51","2023-06-29 14:17:58",,,,,41.95,-87.68,41.94,-87.69,"member"
"58D599B2DB417FF8","electric_bike","2023-06-18 20:38:28","2023-06-18 20:55:16",,,,,41.91,-87.63,41.89,-87.62,"member"
"B8AE093EE0BE74D8","electric_bike","2023-06-19 09:20:24","2023-06-19 09:25:12",,,,,41.94,-87.64,41.93,-87.64,"member"
"8568FA9B8C4EFEA2","electric_bike","2023-06-19 03:06:39","2023-06-19 03:09:49",,,,,41.94,-87.65,41.94,-87.64,"member"
"03006E687E9DC77A","electric_bike","2023-06-11 08:42:06","2023-06-11 08:55:29",,,,,41.88,-87.66,41.88,-87.66,"member"
"8F3BB1B9EA3219A1","electric_bike","2023-06-10 23:49:56","2023-06-11 00:05:06",,,,,41.9,-87.7,41.94,-87.71,"member"
"D50EDC455530ECA9","electric_bike","2023-06-03 13:24:45","2023-06-03 13:25:23",,,,,41.98,-87.68,41.98,-87.68,"member"
"AD6FB9E2A61677E0","electric_bike","2023-06-03 10:30:37","2023-06-03 10:47:31",,,,,41.84,-87.65,41.84,-87.65,"member"
"CB1AA6714B106CB3","electric_bike","2023-06-01 18:12:49","2023-06-01 18:21:12",,,,,41.92,-87.65,41.91,-87.63,"member"
"0BEC9DB0AC697896","electric_bike","2023-06-08 14:25:16","2023-06-08 14:35:05",,,,,41.93,-87.65,41.95,-87.66,"member"
"9F856809D0552B58","electric_bike","2023-06-07 21:36:06","2023-06-07 21:49:11",,,,,41.92,-87.65,41.9,-87.68,"member"
"31D81B658752D5FB","electric_bike","2023-06-07 21:23:02","2023-06-07 21:23:17",,,,,41.92,-87.65,41.92,-87.65,"member"
"3E686A2C5195FEFF","electric_bike","2023-06-07 21:28:03","2023-06-07 21:28:51",,,,,41.92,-87.65,41.92,-87.65,"member"
"B871118D711E7F08","electric_bike","2023-06-15 16:00:56","2023-06-15 16:02:23",,,,,41.95,-87.7,41.95,-87.7,"member"
"992D208CC8A2DA58","electric_bike","2023-06-15 13:02:19","2023-06-15 13:07:26",,,,,41.93,-87.65,41.92,-87.65,"member"
"13CBEC7083CFD51F","electric_bike","2023-06-15 13:48:52","2023-06-15 13:53:33","Wood St & Chicago Ave","637",,,41.895656705,-87.672073841,41.9,-87.68,"member"
"54DA2F0E2FF60A68","electric_bike","2023-06-27 20:02:10","2023-06-27 20:04:42",,,,,41.94,-87.74,41.93,-87.74,"member"
"EEF7C656BC2562DB","electric_bike","2023-06-03 17:06:15","2023-06-03 17:20:23","Kenosha & Wellington","361",,,41.93446333333333,-87.73381916666666,41.9,-87.73,"member"
"22DCB6945DAA1D84","electric_bike","2023-06-01 18:53:59","2023-06-01 18:54:39",,,,,41.94,-87.68,41.94,-87.68,"member"
"4E223B2494DFAF93","electric_bike","2023-06-07 17:12:07","2023-06-07 17:19:15",,,,,41.89,-87.67,41.88,-87.65,"member"
"03B1D71E4B0BF1C8","electric_bike","2023-06-06 22:43:32","2023-06-06 23:00:29",,,,,41.89,-87.66,41.91,-87.72,"member"
"1BF90DB48C2B3978","electric_bike","2023-06-07 11:31:03","2023-06-07 11:37:34",,,,,41.91,-87.72,41.93,-87.72,"member"
"55EE090DF6635D64","electric_bike","2023-06-01 09:14:39","2023-06-01 09:17:41",,,,,41.87,-87.65,41.87,-87.65,"member"
"2A63026A3AAAF39C","electric_bike","2023-06-01 16:56:09","2023-06-01 17:11:23",,,,,41.88,-87.65,41.9,-87.63,"member"
"3263548897A0AEDA","electric_bike","2023-06-01 17:59:01","2023-06-01 18:00:37",,,,,41.89,-87.64,41.89,-87.64,"member"
"6C7DCD00A7D9E95D","electric_bike","2023-06-30 18:49:40","2023-06-30 19:04:15",,,,,41.83,-87.61,41.8,-87.59,"member"
"4027D1F8FEF18F96","electric_bike","2023-06-30 13:11:17","2023-06-30 13:18:15",,,,,41.81,-87.61,41.83,-87.61,"member"
"7C0D7E03BEB32329","electric_bike","2023-06-20 12:06:06","2023-06-20 12:06:58",,,,,41.91,-87.75,41.91,-87.75,"member"
"4644136872418478","electric_bike","2023-06-13 05:45:04","2023-06-13 05:53:41",,,,,41.8,-87.59,41.79,-87.6,"member"
"19E37C9C084DDBEF","electric_bike","2023-06-12 19:30:30","2023-06-12 19:39:08",,,,,41.9,-87.66,41.88,-87.65,"member"
"AACADA4B82A7209A","electric_bike","2023-06-21 10:33:33","2023-06-21 10:34:06",,,,,41.91,-87.67,41.91,-87.67,"member"
"4AA44D0F7A4DF103","electric_bike","2023-06-05 19:17:44","2023-06-05 22:36:28",,,,,41.87,-87.63,41.87,-87.63,"member"
"2F3CC3751CB1E5D8","electric_bike","2023-06-05 21:40:25","2023-06-05 21:50:52",,,,,41.92,-87.63,41.94,-87.65,"member"
"3365E78B85BE3F8F","electric_bike","2023-06-01 23:46:23","2023-06-02 00:01:10",,,,,41.99,-87.67,41.95,-87.65,"member"
"686E6A1775C1D714","electric_bike","2023-06-01 20:15:17","2023-06-01 21:29:41",,,,,41.87,-87.63,41.87,-87.63,"member"
"A019E6A5DC46C9E9","electric_bike","2023-06-02 16:59:16","2023-06-02 17:02:20",,,,,41.98,-87.65,41.98,-87.65,"member"
"3CEA4EA9CA3A6B15","electric_bike","2023-06-02 16:39:56","2023-06-02 16:52:39",,,,,41.95,-87.65,41.98,-87.65,"member"
"7427289D68142252","electric_bike","2023-06-01 20:16:55","2023-06-01 20:21:55","California Ave & Milwaukee Ave","13084",,,41.922715,-87.69722016666667,41.92,-87.69,"member"
"E86183BD5B8A75F1","electric_bike","2023-06-02 17:06:27","2023-06-02 17:25:10",,,,,41.89,-87.65,41.94,-87.64,"member"
"E45A06CF120C4BF3","electric_bike","2023-06-24 07:24:15","2023-06-24 07:24:41",,,,,41.86,-87.62,41.86,-87.62,"member"
"4BB8B8D177AA1BB5","electric_bike","2023-06-24 07:28:26","2023-06-24 08:02:04",,,,,41.86,-87.62,41.86,-87.62,"member"
"1242ECD3FBF7884A","electric_bike","2023-06-24 17:55:40","2023-06-24 18:06:34",,,,,41.9,-87.68,41.92,-87.65,"member"
"CFB9725D81B9E1EE","electric_bike","2023-06-05 01:06:43","2023-06-05 01:07:13",,,,,41.95,-87.65,41.95,-87.65,"member"
"02973C000D74D92C","electric_bike","2023-06-10 08:51:32","2023-06-10 08:58:47",,,,,41.7,-87.66,41.69,-87.67,"member"
"42CF65F6A956E043","electric_bike","2023-06-10 11:14:48","2023-06-10 11:23:41",,,,,41.94,-87.64,41.92,-87.63,"member"
"82434E912D403063","electric_bike","2023-06-23 15:38:14","2023-06-23 15:42:36",,,,,41.94,-87.65,41.95,-87.66,"member"
"8D26340EE4274599","electric_bike","2023-06-22 19:10:25","2023-06-22 19:17:54",,,,,41.92,-87.65,41.91,-87.63,"member"
"F53FAA7D7EBDD481","electric_bike","2023-06-23 15:30:20","2023-06-23 15:33:43",,,,,41.93,-87.65,41.94,-87.65,"member"
"90D4D77489C42AB6","electric_bike","2023-06-09 08:35:35","2023-06-09 08:39:00",,,,,41.92,-87.66,41.92,-87.65,"member"
"BDE531001656E157","electric_bike","2023-06-09 11:42:53","2023-06-09 11:43:20",,,,,41.94,-87.65,41.94,-87.65,"member"
"2442191EF333C789","electric_bike","2023-06-22 14:17:23","2023-06-22 14:42:29",,,"Wood St & Chicago Ave","637",41.95,-87.66,41.895634,-87.672069,"member"
"A5F8C690C12E76DA","electric_bike","2023-06-02 10:29:20","2023-06-02 10:53:39",,,,,41.75,-87.67,41.75,-87.67,"member"
"E115333E85B16B5A","electric_bike","2023-06-02 18:34:31","2023-06-02 19:09:58",,,,,41.89,-87.62,41.86,-87.61,"member"
"C15BA0C41ED05042","electric_bike","2023-06-04 10:04:31","2023-06-04 10:10:18",,,,,41.92,-87.67,41.93,-87.66,"member"
"AB92517FDDCAE297","electric_bike","2023-06-04 10:38:12","2023-06-04 10:43:42",,,,,41.93,-87.66,41.93,-87.67,"member"
"E566342F284E389F","electric_bike","2023-06-29 20:41:58","2023-06-29 20:53:40",,,,,41.93,-87.64,41.94,-87.66,"member"
"D81C1F3C52A0F7C3","electric_bike","2023-06-30 14:33:40","2023-06-30 14:37:55",,,,,41.98,-87.66,41.97,-87.66,"member"
"2A27237C005CB5DB","electric_bike","2023-06-06 17:20:19","2023-06-06 17:29:36",,,,,41.91,-87.63,41.89,-87.63,"member"
"6DC83DF98D810B20","electric_bike","2023-06-05 18:11:13","2023-06-05 18:34:17",,,,,41.91,-87.66,41.94,-87.72,"member"
"4A4A8C32DF3348C4","electric_bike","2023-06-21 04:13:08","2023-06-21 04:19:04",,,,,41.95,-87.66,41.97,-87.67,"member"
"DD70023E23EE5D41","electric_bike","2023-06-28 09:05:40","2023-06-28 09:33:41",,,,,41.97,-87.69,41.88,-87.67,"member"
"7451F537B93E2872","electric_bike","2023-06-28 18:00:51","2023-06-28 18:03:03",,,,,41.88,-87.67,41.88,-87.67,"member"
"FE286D3C556F08D9","electric_bike","2023-06-28 18:08:50","2023-06-28 18:36:39",,,,,41.88,-87.67,41.97,-87.7,"member"
"CE83EF2AF62F952C","electric_bike","2023-06-15 14:03:16","2023-06-15 14:09:43",,,,,41.89,-87.63,41.88,-87.63,"member"
"DEE331CAD7FB6044","electric_bike","2023-06-17 11:11:12","2023-06-17 11:24:52",,,,,41.89,-87.63,41.89,-87.65,"member"
"285FD1B678145D67","electric_bike","2023-06-10 10:48:57","2023-06-10 10:57:05",,,,,41.94,-87.64,41.93,-87.63,"member"
"5B5EA30597899954","electric_bike","2023-06-10 17:32:18","2023-06-10 17:52:39",,,,,41.98,-87.65,41.94,-87.65,"member"
"3CBEF401DE31682C","electric_bike","2023-06-10 03:06:20","2023-06-10 03:08:55",,,,,41.94,-87.65,41.94,-87.64,"member"
"5C0F17138517EEBA","electric_bike","2023-06-10 09:13:05","2023-06-10 09:20:05",,,,,41.89,-87.65,41.89,-87.63,"member"
"DD692FA247EA99B5","electric_bike","2023-06-10 15:50:00","2023-06-10 15:54:10",,,,,41.89,-87.65,41.89,-87.65,"member"
"45CD40DA9DA82A62","electric_bike","2023-06-10 16:27:46","2023-06-10 16:50:09",,,,,41.89,-87.65,41.95,-87.66,"member"
"DD28FA649DEA2319","electric_bike","2023-06-10 09:09:32","2023-06-10 09:10:11",,,,,41.89,-87.65,41.89,-87.65,"member"
"207E19673EA0EBD6","electric_bike","2023-06-01 18:52:20","2023-06-01 18:53:32",,,,,41.88,-87.65,41.88,-87.65,"member"
"FFCB30F83A754B75","electric_bike","2023-06-02 20:27:32","2023-06-02 20:41:50",,,,,41.88,-87.65,41.91,-87.65,"member"
"9421A75E9A0F09AB","electric_bike","2023-06-03 14:49:12","2023-06-03 15:02:30",,,,,41.91,-87.63,41.93,-87.63,"member"
"9874E72FD7DBB751","electric_bike","2023-06-03 10:26:36","2023-06-03 10:38:12",,,,,41.93,-87.64,41.94,-87.66,"member"
"A2546AB63648E27F","electric_bike","2023-06-18 19:28:40","2023-06-18 20:46:38",,,,,41.86,-87.63,41.87,-87.63,"member"
"6B27E819569B8952","electric_bike","2023-06-19 16:48:46","2023-06-19 20:46:23",,,,,41.87,-87.63,41.87,-87.63,"member"
"B67B05E14B2E712F","electric_bike","2023-06-02 18:05:24","2023-06-02 18:16:19",,,,,41.91,-87.64,41.92,-87.66,"member"
"0899DBDA2EF6F2E8","electric_bike","2023-06-01 19:21:14","2023-06-01 19:21:41",,,,,41.92,-87.65,41.92,-87.65,"member"
"E1CF949C83E5F9C6","electric_bike","2023-06-01 20:15:32","2023-06-01 20:46:10",,,,,41.88,-87.62,41.92,-87.64,"member"
"0DA948CBA6CF4A55","electric_bike","2023-06-01 20:07:11","2023-06-01 20:14:44",,,,,41.88,-87.62,41.88,-87.62,"member"
"6F4392B19E13524E","electric_bike","2023-06-03 11:58:43","2023-06-03 12:03:31",,,,,41.91,-87.65,41.9,-87.64,"member"
"30E1E56DD7A2D1C5","electric_bike","2023-06-18 16:19:34","2023-06-18 16:29:05",,,,,41.94,-87.67,41.94,-87.64,"member"
"D28FB67096E746BC","electric_bike","2023-06-09 18:37:18","2023-06-09 19:12:02",,,,,41.9,-87.63,41.9,-87.63,"member"
"0EC60FFDEAFB483E","electric_bike","2023-06-09 18:56:15","2023-06-09 19:07:40",,,,,41.93,-87.66,41.94,-87.68,"member"
"6236ABB9E213184E","electric_bike","2023-06-08 19:55:33","2023-06-08 20:03:00",,,,,41.86,-87.66,41.84,-87.65,"member"
"CC5EEAE891F0D942","electric_bike","2023-06-24 19:40:35","2023-06-24 19:49:26",,,,,41.94,-87.72,41.92,-87.72,"member"
"84BF398C9FBE3798","electric_bike","2023-06-25 04:34:46","2023-06-25 04:55:47",,,,,41.9,-87.63,41.9,-87.63,"member"
"94B5AEA5996F3765","electric_bike","2023-06-25 11:32:47","2023-06-25 11:49:27",,,,,41.93,-87.65,41.93,-87.65,"member"
"B870DA65D12B8F69","electric_bike","2023-06-28 12:29:29","2023-06-28 12:36:55",,,,,41.96,-87.66,41.96,-87.66,"member"
"C2077099A7B5639B","electric_bike","2023-06-03 09:14:08","2023-06-03 09:32:46",,,,,41.96,-87.68,41.94,-87.72,"member"
"3C2E1881FD2232AA","electric_bike","2023-06-03 16:16:50","2023-06-03 16:16:53",,,,,41.9,-87.62,41.9,-87.62,"member"
"DB480B94BCD46D56","electric_bike","2023-06-16 16:45:06","2023-06-16 17:18:31",,,,,41.89,-87.65,41.94,-87.64,"member"
"E8375B314EAD5BF9","electric_bike","2023-06-15 20:05:00","2023-06-15 20:07:12",,,,,41.94,-87.74,41.93,-87.74,"member"
"2937187D498E00F5","electric_bike","2023-06-16 17:15:20","2023-06-16 17:17:42",,,,,41.94,-87.74,41.93,-87.74,"member"
"4784BDAA642B6712","electric_bike","2023-06-16 07:51:03","2023-06-16 07:54:46",,,,,41.93,-87.74,41.94,-87.74,"member"
"8639EEB8963A7263","electric_bike","2023-06-15 19:37:12","2023-06-15 19:44:16",,,,,41.93,-87.66,41.92,-87.64,"member"
"FC832441168AB863","electric_bike","2023-06-15 19:49:58","2023-06-15 19:58:44",,,,,41.92,-87.64,41.91,-87.64,"member"
"55E193457D082977","electric_bike","2023-06-16 13:11:31","2023-06-16 13:15:56",,,,,41.86,-87.69,41.87,-87.68,"member"
"9A403A3C285D8798","electric_bike","2023-06-15 17:43:33","2023-06-15 17:44:40",,,,,41.89,-87.63,41.89,-87.63,"member"
"4C29A36B8607915F","electric_bike","2023-06-05 20:42:36","2023-06-05 20:51:04",,,,,41.9,-87.68,41.91,-87.68,"member"
"B92609CF6CF8199F","electric_bike","2023-06-23 20:35:57","2023-06-23 20:56:29",,,,,41.96,-87.64,41.94,-87.65,"member"
"F94C4B0BC4CC2898","electric_bike","2023-06-24 17:25:12","2023-06-24 17:37:28",,,,,41.93,-87.63,41.9,-87.62,"member"
"045091793F13780E","electric_bike","2023-06-24 12:27:34","2023-06-24 12:41:48",,,,,41.91,-87.68,41.93,-87.71,"member"
"5FFFC8E221DE9745","electric_bike","2023-06-26 11:03:29","2023-06-26 11:08:31",,,,,41.8,-87.6,41.8,-87.6,"member"
"578244D711703B58","electric_bike","2023-06-23 19:24:45","2023-06-23 19:27:13",,,,,41.91,-87.67,41.91,-87.67,"member"
